PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201200579206	22846731			Genetic Testing by Cancer Site		Shannon, Kristen Mahoney (keshannon@partners.org) ; Chittenden, Anu									Cancer Journal		2012	JUL-AUG 2012	18	4, Sp. Iss. SI	310-319	310	319							Women in the United States have a 12% lifetime risk of developing breast cancer. Although only about 5% to 10% of all cases of breast cancer are attributable to a highly penetrant cancer predisposition gene, individuals who carry a mutation in one of these genes have a significantly higher risk of developing breast cancer, as well as other cancers, over their lifetime compared with the general population. The ability to distinguish those individuals at high risk allows health care providers to intervene with appropriate counseling and education, surveillance, and prevention-with the overall goal of improved survival for these individuals. This article focuses on the identification of patients at high risk for breast cancer and provides an overview of the clinical features, cancer risks, causative genes, and medical management for the most clearly described hereditary breast cancer syndromes. Newer genes that have also been implicated in familial breast cancer are also briefly reviewed.														1528-9117	1540-336X	10.1097/PPO.0b013e318260946f																		
J	BCI:BCI201200579207	22846732			Genetic Testing by Cancer Site Ovary		Weissman, Scott M. (sweissman@northshore.org) ; Weiss, Shelly M.; Newlin, Anna C.									Cancer Journal		2012	JUL-AUG 2012	18	4, Sp. Iss. SI	320-327	320	327							Approximately 1 in every 4 to 5 women with a diagnosis of ovarian cancer has a hereditary gene mutation that is responsible for the development of her cancer. Identifying women at increased risk of developing ovarian cancer due to a hereditary cancer syndrome can allow for early detection or prevention of not only ovarian cancer, but also other cancers, depending on the causative gene. This review focuses on 3 of the most common hereditary ovarian cancer syndromes, hereditary breast and ovarian cancer syndrome (the BRCA1 and BRCA2 genes), Lynch syndrome (also known as hereditary nonpolyposis colorectal cancer syndrome), and Peutz-Jeghers syndrome, including key features, genetics, and management of these syndromes. In addition, newly discovered genes (eg, RAD51C and RAD51D) linked to ovarian cancer are discussed.														1528-9117	1540-336X	10.1097/PPO.0b013e31826246c2																		
J	BCI:BCI201200579213	22846738			Genetic Testing by Cancer Site Stomach		Chun, Nicki; Ford, James M. (jmf@stanford.edu)									Cancer Journal		2012	JUL-AUG 2012	18	4, Sp. Iss. SI	355-363	355	363							Gastric cancer is a global public health concern, ranking as the fourth leading cause of cancer mortality, with a 5-year survival of only 20%. Approximately 10% of gastric cancers appear to have a familial predisposition, and about half of these can be attributed to hereditary germline mutations. We review the genetic syndromes and current standards for genetic counseling, testing, and medical management for screening and treatment of gastric cancer. Recently, germline mutations in the E-cadherin/CDH1 gene have been identified in families with an autosomal dominant inherited predisposition to gastric cancer of the diffuse type. The cumulative lifetime risk of developing gastric cancer in CDH1 mutation carriers is up to 80%, and women from these families also have an increased risk for developing lobular breast cancer. Prophylactic gastrectomies are recommended in unaffected CDH1 mutation carriers, because screening endoscopic examinations and blind biopsies have proven inadequate for surveillance. In addition to this syndrome, gastric cancer risk is elevated in Lynch syndrome associated with germline mutations in DNA mismatch repair genes and microsatellite instability, in hereditary breast and ovarian cancer syndrome due to germline BRCA1 and BRCA2 mutations, in familial adenomatous polyposis caused by germline APC mutations, in Li-Fraumeni syndrome due to germline p53 mutations, in Peutz-Jeghers syndrome associated with germline STK11 mutations, and in juvenile polyposis syndrome associated with germline mutations in the SMAD4 and BMPR1A genes. Guidelines for genetic testing, counseling, and management of individuals with hereditary diffuse gastric cancer are suggested. A raised awareness among the physician and genetic counseling communities regarding these syndromes may allow for increased detection and prevention of gastric cancers in these high-risk individuals.														1528-9117	1540-336X	10.1097/PPO.0b013e31826246dc																		
J	BCI:BCI201200560403	22652532			Germline mutations in the DNA damage response genes BRCA1, BRCA2, BARD1 and TP53 in patients with therapy related myeloid neoplasms		Schulz, Eduard; Valentin, Angelika; Ulz, Peter; Beham-Schmid, Christine; Lind, Karin; Rupp, Verena; Lackner, Herwig; Woelfler, Albert; Zebisch, Armin; Olipitz, Werner; Geigl, Jochen; Berghold, Andrea; Speicher, Michael R.; Sill, Heinz (heinz.sill@medunigraz.at)									Journal of Medical Genetics		2012	JUL 2012	49	7	422-428	422	428							Background Therapy related myeloid neoplasms (t-MNs) are complex diseases originating from an interplay between exogenous toxicities and a susceptible organism. It has been hypothesised that in a subset of cases t-MNs develop in the context of hereditary cancer predisposition syndromes.Methods The study systematically evaluated pedigrees of patients with t-MNs for cancer incidences and the possibility of a hereditary cancer predisposition syndrome. In addition, mutational analyses were performed using constitutional DNA from index patients, and deleterious heterozygous germline mutations were assessed for loss of heterozygosity in sorted leukaemic cells by single nucleotide polymorphism array.Results A nuclear pedigree was obtained in 51/53 patients with t-MNs resulting in a total of 828 individuals analysed. With a standardised incidence ratio of 1.03 (95% CI 0.74 to 1.39), the tumour incidence of first-degree relatives was not increased. However, six pedigrees were suggestive for a hereditary breast and ovarian cancer syndrome, three of a Li-Fraumeni like syndrome, and three index patients showed multiple primary neoplasms. Mutational analysis revealed two BRCA1 (c.3112G -> T, c.5251C -> T), one BRCA2 (c.4027A -> G), two BARD1 (C557S) and four TP53 germline mutations (g. 18508 18761delinsGCC, c.847C -> T, c.845_848dupGGCG, c.1146delA) in nine of 53 (17%) index patients with t-MNs. Loss of heterozygosity in leukaemic cells was demonstrated for the BRCA1c.3112G -> T and TP53c.845_848dupGGCG mutations, respectively.Conclusion It is concluded that a proportion of patients with t-MNs carry cancer susceptibility mutations which are likely to contribute to therapy related leukaemogenesis.			Speicher, Michael/B-5362-2013; Ulz, Peter/B-7528-2014	Speicher, Michael/0000-0003-0105-955X; Ulz, Peter/0000-0001-5941-1160; Sill, Heinz/0000-0003-0993-4371; Rupp, Verena/0000-0003-0234-3325										0022-2593	1468-6244	10.1136/jmedgenet-2011-100674																		
J	BCI:BCI201200480380	22446623			A self-administered family history questionnaire improves identification of women who warrant referral to genetic counseling for hereditary cancer risk		Vogel, Tilley Jenkins (tjvogel@u.washington.edu) ; Stoops, Kyrsten; Bennett, Robin L. (robinb@u.washington.edu) ; Miller, Margaret; Swisher, Elizabeth M. (swishere@u.washington.edu)									Gynecologic Oncology		2012	JUN 2012	125	3	693-698	693	698							Objectives. This study was undertaken to assess a self-administered family history questionnaire in order to better identify women within a gynecologic oncology practice for referral to genetic counseling services.Methods. Returning patients at an outpatient gynecologic oncology clinic completed a self-administered family health history questionnaire and a detailed telephone interview. A genetic counselor separately assessed blinded information garnered from the questionnaire, structured genetic interview, and electronic medical records to determine whether these data warranted referral to genetic counseling based on established criteria. The structured genetic interview was considered the gold standard to which the questionnaire and medical record information were compared.Results. Of the 45 total participants in the study, 26(58%) were identified from the structured genetic interview as meeting criteria for referral to genetic counseling. The questionnaire identified 21 (81%) of these 26 referrals, while the medical record identified 13 (50%) of these 26 referrals. This led to a 62% increase in referral capture by the questionnaire. The median time to complete the questionnaire was 17 min (range 5-57 min). Thirty-four participants (75.6%) had more family members with cancer identified on the questionnaire compared to the electronic medical record. The questionnaire identified fewer family members with cancer in the five cases that were missed for appropriate referral.Conclusions. Current standard clinical practices are insufficient at identifying patients in need of referral to genetic counseling. A self-administered questionnaire improves recognition of candidates for genetic counseling in a gynecologic oncology practice. (C) 2012 Elsevier Inc. All rights reserved.														0090-8258	1095-6859	10.1016/j.ygyno.2012.03.025																		
J	BCI:BCI201200229051	22317870			A Surveillance Conundrum: A Case of 4 Distinct Primary Malignancies in a BRCA-1 Mutation Carrier		Ricci, Stephanie (sricci@resident.uchc.edu) ; Shafer, Aaron; Nerenstone, Stacy; Mandavilli, Srini; Sorosky, Joel									International Journal of Gynecological Pathology		2012	MAR 2012	31	2	145-148	145	148							Women with HBOC syndrome present a unique challenge to the oncology community, as will many genetic cancer syndromes yet to be discovered as genetic testing increases in availability. Issues of management and, most importantly, implication are yet to be elucidated. After a diagnosis of epithelial ovarian carcinoma lifelong follow-up is recommended. Given the high recurrence rate and dismal long term prognosis of advanced epithelial ovarian carcinoma this recommendation is more often than not moot. There are no clear guidelines or recommendations for surveillance designed for women with disease free survival greater than five years. This case presents a unique scenario of a woman with predictable disease that remains unpreventable.														0277-1691	1538-7151	10.1097/PGP.0b013e318227ad58																		
J	BCI:BCI201200260972	22244659			Genetic Risk and Gynecologic Cancers		Holman, Laura L.; Lu, Karen H. (khlu@mdanderson.org)									Hematology-Oncology Clinics of North America		2012	FEB 2012	26	1	13-29,VII	13								Hereditary cancer syndromes are responsible for 5% of endometrial cancers and 10% of ovarian cancers. Hereditary breast and ovarian cancer syndrome and Lynch syndrome account for most of these inherited cases. Significant advances have been made in the identification and management of women with these syndromes. In addition, recent advances have highlighted the prognostic and therapeutic implications for women with gynecologic cancers and inherited cancer syndromes.														0889-8588	1558-1977	10.1016/j.hoc.2011.11.003																		
J	BCI:BCI201200206901	22261755			High-risk consumers' perceptions of preimplantation genetic diagnosis for hereditary cancers: a systematic review and meta-analysis		Quinn, Gwendolyn P. (gwendolyn.quinn@moffitt.org) ; Pal, Tuya; Murphy, Devin; Vadaparampil, Susan T.; Kumar, Ambuj									Genetics in Medicine		2012	FEB 2012	14	2	191-200	191	200							Individuals carrying deleterious germline mutations placing them at increased risk for hereditary cancer syndromes (high-risk consumers) often have a great deal of fear and concern over transmitting mutations to their offspring, particularly conditions which are autosomal dominant. Preimplantation genetic diagnosis (PGD) is a procedure that can detect certain germline cancer predisposing mutations present in embryos. The objective of this review was to assess high-risk consumers' knowledge and perceptions of PGD for hereditary cancers. A systematic literature review was conducted through PubMed, Wiley Interscience, PsychInfo, and Cochrane Library databases to identify all articles assessing consumer knowledge and attitudes of PGD for hereditary cancer syndromes. We assessed heterogeneity and the robustness of findings through additional analyses according to study location, hereditary cancer type, and sample size. Thirteen articles remained eligible after the application of specific criteria. Results show a general low level of knowledge about PGD for hereditary cancers, moderate rates of acceptability among high-risk groups, and high levels of need for information about PGD. Individuals in specific risk groups such as those with a personal or family history of hereditary breast and ovarian cancer (HBOC) syndrome or familial adenomatous polyposis (FAP) may benefit from educational information from healthcare professionals about the use of PGD. Genet Med 2012:14(2):191-200			Kumar, Ambuj/I-4940-2012											1098-3600	1530-0366	10.1038/GIM.0b013e31822ddc7e																		
J	BCI:BCI201300030182				The occurrence of hereditary BRCA1 and BRCA2 sequence variations in Slovene HBOC families in the period from 1999-2009		Novakovic, Srdian; Stegel, Vida; Cerkovnik, Petra; Krajc, Mateja; Zgajnar, Janez; Hocevar, Marko									International Journal of Molecular Medicine		2012		30	Suppl. 1	S19	S19																						1107-3756	1791-244X																			
J	BCI:BCI201100515936	21465171			Significant differences among physician specialties in management recommendations of BRCA1 mutation carriers		Dhar, S. U.; Cooper, H. P.; Wang, T.; Parks, B.; Staggs, S. A.; Hilsenbeck, S.; Plon, S. E. (splon@bcm.edu)									Breast Cancer Research and Treatment		2011	AUG 2011	129	1	221-227	221	227							The National Comprehensive Cancer Network (NCCN) has published guidelines for hereditary breast and ovarian cancer syndrome (HBOCS) management. Little data exist on compliance with these guidelines among different physician specialties. We performed an on-line case-based survey by randomly sampling physicians from five specialties, Family Medicine (FM), Obstetrics and Gynecology (OG), General Surgery (GS), Internal Medicine (IM), and Hematology and Oncology (HO). The physicians (n = 225) were asked to provide HBOCS management of healthy women ages 40-42 in the presence of a familial BRCA1 mutation. For women negative for the BRCA1 mutation, 59% of the physicians recommended appropriate surveillance although with significant differences among specialties; P = 0.01. Using an aggregate screening intensity score, physicians clearly recommended more intense screening for mutation positive than negative women (P < 0.0001), but only 16% of physicians followed NCCN guidelines for BRCA1-positive women. Seventy-six percent of all physicians recommended breast MRI with significant variation among specialties ranging from 62% of FM to 89% of OG (P = 0.0020). Similarly, 63% of physicians recommended prophylactic oophorectomy, with 76 and 78% of GS and OG compared to 38% of IM (P < 0.0001) and 57% recommended prophylactic mastectomy ranging from 84% of HO to 32% of FM (P < 0.0001). Independent of specialty, respondents with BRCA testing experience recommended more intense management than those without; P = 0.021. Management recommendations of BRCA1 mutation carriers are not consistent with NCCN guidelines and vary by medical specialty and genetic testing experience. Targeted education of physicians by specialty is needed, so that optimal management is offered to these high-risk women.														0167-6806	1573-7217	10.1007/s10549-011-1449-7																		
J	BCI:BCI201000515428	20647319			A KRAS-Variant in Ovarian Cancer Acts as a Genetic Marker of Cancer Risk		Ratner, Elena; Lu, Lingeng; Boeke, Marta; Barnett, Rachel; Nallur, Sunitha; Chin, Lena J.; Pelletier, Cory; Blitzblau, Rachel; Tassi, Renata; Paranjape, Trupti; Hui, Pei; Godwin, Andrew K.; Yu, Herbert; Risch, Harvey; Rutherford, Thomas; Schwartz, Peter; Santin, Alessandro; Matloff, Ellen; Zelterman, Daniel; Slack, Frank J. (frank.slack@yale.edu) ; Weidhaas, Joanne B. (joanne.weidhaas@yale.edu)									Cancer Research		2010	AUG 15 2010	70	16	6509-6515	6509	6515							Ovarian cancer (OC) is the single most deadly form of women's cancer, typically presenting as an advanced disease at diagnosis in part due to a lack of known risk factors or genetic markers of risk. The KRAS oncogene and altered levels of the microRNA (miRNA) let-7 are associated with an increased risk of developing solid tumors. In this study, we investigated a hypothesized association between an increased risk of OC and a variant allele of KRAS at rs61764370, referred to as the KRAS-variant, which disrupts a let-7 miRNA binding site in this oncogene. Specimens obtained were tested for the presence of the KRAS-variant from nonselected OC patients in three independent cohorts, two independent ovarian case-control studies, and OC patients with hereditary breast and ovarian cancer syndrome (HBOC) as well as their family members. Our results indicate that the KRAS-variant is associated with more than 25% of nonselected OC cases. Further, we found that it is a marker for a significant increased risk of developing OC, as confirmed by two independent case-control analyses. Lastly, we determined that the KRAS-variant was present in 61% of HBOC patients without BRCA1 or BRCA2 mutations, previously considered uninformative, as well as in their family members with cancer. Our findings strongly support the hypothesis that the KRAS-variant is a genetic marker for increased risk of developing OC, and they suggest that the KRAS-variant may be a new genetic marker of cancer risk for HBOC families without other known genetic abnormalities. Cancer Res; 70(16); 6509-15. (C)2010 AACR.			Paranjape, Trupti/E-4338-2012	Slack, Frank/0000-0001-8263-0409; Weidhaas, Joanne/0000-0002-5096-3281										0008-5472		10.1158/0008-5472.CAN-10-0689																		
J	BCI:BCI201000461790	19894111			Identification and comprehensive characterization of large genomic rearrangements in the BRCA1 and BRCA2 genes		del Valle, Jesus; Feliubadalo, Lidia; Nadal, Marga; Teule, Alex; Miro, Rosa; Cuesta, Raquel; Tornero, Eva; Menendez, Mireia; Darder, Esther; Brunet, Joan; Capella, Gabriel; Blanco, Ignacio; Lazaro, Conxi (clazaro@iconcologia.net)									Breast Cancer Research and Treatment		2010	AUG 2010	122	3	733-743	733	743							Large genomic rearrangements are estimated to account for approximately 5-10% of all disease-causing mutations in BRCA1 and BRCA2 genes in patients with hereditary breast and ovarian cancer syndrome (HBOC). We use MRC-Holland Multiplex Ligation-dependent Probe Amplification (MLPA) to screen for such rearrangements in patients with HBOC and as a first step in our genetic testing workflow. The technique was applied to a set of 310 independent patients and detected eight different copy number alterations, corresponding to 2.6% of the studied samples. MLPA was also found to identify point mutations located in probe sequences. As commercial MLPA tests are not suitable for determining the specific breakpoints or for defining the exact extent of rearrangements, we applied a set of different complementary techniques to characterize these genetic alterations with greater precision. Long-range PCR amplification, RNA analysis, SNP-array chips, non-commercial MLPA probes, and FISH analysis were used to fully define the extent and mechanism of each alteration. In BRCA1, six rearrangements were characterized: deletion of E22, duplication of E9-E24, deletion of E16-E23, deletion of E1-E13, deletion of E1-E2 and duplication of E1-E2. In BRCA2, we studied a deletion of E15-E16 and a deletion of E1-E24. To the best of our knowledge, this is the most comprehensive study of the nature and underlying molecular causes of these mutational events in the BRCA1/2 genes.			Blanco, Ignacio/D-2565-2013; Menendez Vila, Mireia/H-9981-2015; LAZARO GARCIA, CONXI/Q-2410-2016; Capella, Gabriel/I-1879-2015; Feliubadalo, Lidia/G-4577-2016	Blanco, Ignacio/0000-0002-7414-7481; Menendez Vila, Mireia/0000-0001-8050-0803; LAZARO GARCIA, CONXI/0000-0002-7198-5906; Capella, Gabriel/0000-0002-4669-7320; Feliubadalo, Lidia/0000-0002-1736-0112; miro, rosa/0000-0003-2508-5074; Darder Bernabeu, Esther/0000-0002-7764-1397; Brunet, Joan/0000-0003-1945-3512; del Valle, Jesus/0000-0003-3607-7045										0167-6806	1573-7217	10.1007/s10549-009-0613-9																		
J	BCI:BCI201000521980				Linker region of the BRCA2 protein increases chemoresistance to cisplatin: Screen for the characterization of cancer-associated variants		Warren, Curds R.; Farach-Carson, Mary C.; Catts, Zohra Ali-Khan									Proceedings of the American Association for Cancer Research Annual Meeting		2010	APR 2010	51		270	270																						0197-016X																				
J	BCI:BCI201000522721				A KRAS-variant as a putative biomarker of ovarian cancer risk		Weidhaas, Joanne B.; Slack, Frank									Proceedings of the American Association for Cancer Research Annual Meeting		2010	APR 2010	51		450	450																						0197-016X																				
J	BCI:BCI201000304647	20353281			Population-based study of BRCA1/2 mutations: Family history based criteria identify minority of mutation carriers		Mateju, M.; Stribrna, J.; Zikan, M.; Kleibl, Z.; Janatova, M.; Kormunda, S.; Novotny, J.; Soucek, P.; Petruzelka, L.; Pohlreich, P. (ppohl@1fl.cuni.cz)									Neoplasma (Bratislava)		2010		57	3	280-285	280	285							The two major susceptibility genes, BRCA1 and BRCA2, are involved in hereditary breast and ovarian cancer syndrome. Early detection of mutation carriers has crucial clinical importance, as it allows identification of women who may benefit from intensive clinical follow-up or prophylactic surgery. Generally accepted inclusion criteria for BRCA1/2 mutation testing are based either upon family history of breast or ovarian cancer or young age at cancer diagnosis. In order to analyze the impact of BRCA1/2 mutations on breast cancer development in the Czech population and to confront the clinical and histopathological data of mutation carriers with current criteria for mutation testing we examined the frequency of mutations in unselected breast cancer cases. Mutational analysis of BRCA1/2 genes performed in 679 unselected female breast cancer patients included all recurrent deleterious alterations previously identified in the Prague area and truncating mutations in the whole exon 11 of BRCA1. Within analyzed gene sequences more than 80% of mutations were identified previously in high-risk patients. A total of 16 breast cancer patients (2.4%) carried a mutation. BRCA1 mutations were identified in 14 (2.1%) whereas BRCA2 in 2 (0.3%) women. Family history of ovarian cancer was a strong predictor of a BRCA1/2 mutation (OR = 8.3; p = 0.01), however, family history of breast cancer was not indicative of carrier status. A significant association between medullary breast cancer and mutation status was observed. Current criteria for BRCA1/2 mutation testing would distinguish only 6 out of 16 (37.5%) carriers identified in our study. Ten breast cancer patients with confirmed BRCA1/2 germ-line mutation exhibited no clinical characteristics that would predict their carrier status. Therefore, we believe that the testing for BRCA1/2 mutations in the Czech Republic may not be restricted only to high-risk patients. Our results indicate that analysis of locally prevalent BRCA1/2 mutations in all breast cancer patients might extend substantially the percentage of identified mutation carriers.			Petruzelka, Lubos/A-2750-2017; Zikan, Michal/M-4073-2017; Kleibl, Zdenek/A-2009-2008; Mateju, Martin/E-5910-2018	Petruzelka, Lubos/0000-0002-4397-0635; Zikan, Michal/0000-0001-5266-8895; Kleibl, Zdenek/0000-0003-2050-9667; Mateju, Martin/0000-0003-2415-5755; Soucek, Pavel/0000-0002-4294-6799										0028-2685		10.4149/neo_2010_03_280																		
J	BCI:BCI200900291195	19309638			Hereditary Breast and Ovarian Cancer Syndrome		Anonymous									Gynecologic Oncology		2009	APR 2009	113	1	6-11	6	11																					0090-8258	1095-6859	10.1016/j.ygyno.2009.02.017																		
J	BCI:BCI200900542067	21637503			Genomic rearrangements in BRCA1 and BRCA2: A literature review		Ewald, Ingrid Petroni; Izetti Ribeiro, Patricia Lisboa; Palmero, Edenir Inez; Cossio, Silvia Liliana; Giugliani, Roberto; Ashton-Prolla, Patricia (pprolla@hcpa.ufrgs.br)									Genetics and Molecular Biology		2009		32	3	437-446	437	446							Women with mutations in the breast cancer genes BRCA1 or BRCA2 have an increased lifetime risk of developing breast, ovarian and other BRCA-associated cancers. However, the number of detected germline mutations in families with hereditary breast and ovarian cancer (HBOC) syndrome is lower than expected based upon genetic linkage data. Undetected deleterious mutations in the BRCA genes in some high-risk families are due to the presence of intragenic rearrangements such as deletions, duplications or insertions that span whole exons. This article reviews the molecular aspects of BRCA1 and BRCA2 rearrangements and their frequency among different populations. An overview of the techniques used to screen for large rearrangements in BRCA1 and BRCA2 is also presented. The detection of rearrangements in BRCA genes, especially BRCA1, offers a promising outlook for mutation screening in clinical practice, particularly in HBOC families that test negative for a germline mutation assessed by traditional methods.			Ashton-Prolla, Patricia/H-2927-2012; Giugliani, Roberto/G-4790-2015; Inagemp, Inct/J-9451-2013	Giugliani, Roberto/0000-0001-9655-3686;										1415-4757	1678-4685	10.1590/S1415-47572009005000049																		
S	BCI:BCI200900027392	19109796			Hereditary Breast and Ovarian Cancer Syndrome The Impact of Race on Uptake of Genetic Counseling and Testing		Simon, Michael S.; Petrucelli, Nancie			Verma, M						Methods in Molecular Biology	Methods in Molecular Biology	2009		471		487-500	487	500							Breast cancer is a significant cause of morbidity and mortality in the United States. Although breast cancer is more common among White American (WA) women, incidence rates are higher among young African American (AA) women. Approximately 5-10% of all breast cancer can be accounted for by germline mutations in the breast cancer (BRCA)1 and BRCA2 genes responsible for hereditary breast and ovarian cancer (HBOC) syndrome. Although genetic counseling (GC) and genetic testing (GT) for HBOC have become widely accepted by the WA population, cancer genetic services are underused among AA. Many investigators have evaluated a wide spectrum of BRCA1 and BRCA2 Mutations in the AA and African population with the possible identification of African founder mutations. Barriers to GC and GT include lack of knowledge and/or negative attitudes regarding genetics and genetics research, and concerns regarding the potential for racial discrimination. It is important for future research to focus on ways in which to eliminate barriers to GC and GT to alleviate disparity in the use of genetic services among high-risk AA women.														1064-3745(print)			978-1-58829-987-1(H)																	
J	BCI:BCI200800667585	18687797			Genetic counseling and testing for common hereditary breast cancer syndromes - A paper from the 2007 William Beaumont Hospital symposium on molecular pathology		Allain, Dawn C. (dawn.allain@osumc.edu)									Journal of Molecular Diagnostics		2008	SEP 2008	10	5	383-395	383	395							Throughout the past 15 years, the identification of several genes associated with hereditary breast cancer has fueled the growth of clinical genetic counseling and testing services. In addition, increased knowledge of the genetic and molecular pathways of the known hereditary breast cancer genes, is well as an increased understanding of the impact of testing on individuals has added to the ability to identify, manage, and provide psychosocial support for mutation carriers. This review provides an overview of the clinical features, cancer risks, causative genes, and management for hereditary breast and ovarian cancer syndrome, Cowden syndrome, and Li-Fraumeni syndrome. This article summarizes the genetic counseling process and genetic test result interpretation, including a review of the key elements involved in the provision of risk assessment and informed consent, as well as a review of the risks, benefits, and limitations of cancer susceptibility genetic testing.			Allain, Dawn/E-2634-2011											1525-1578		10.2353/jmoldx.2008.070161																		
J	BCI:BCI200700488877	17561994			High occurrence of BRCAI intragenic rearrangements in hereditary breast and ovarian cancer syndrome in the Czech Republic		Vasickova, Petra (vasickova@mou.cz) ; Machackova, Eva (emachack@mou.cz) ; Lukesova, Miroslava (mlukesova@mou.cz) ; Damborsky, Jiri (jiri@chemi.muni.cz) ; Horky, Ondrej (ohorky@fnbrno.cz) ; Pavlu, Hana (pavlu@mou.cz) ; Kuklova, Jitka (jkuklova@mou.cz) ; Kosinova, Veronika (kosinova@mou.cz) ; Navratilova, Marie (mnavrati@mou.cz) ; Foretova, Lenka (foretova@mou.cz)									BMC Medical Genetics		2007	JUN 11 2007	8		Article No.: 32	32								Background: Alterations in the highly penetrant cancer susceptibility gene BRCA1 are responsible for the majority of hereditary breast and/ or ovarian cancers. However, the number of detected germline mutations has been lower than expected based upon genetic linkage data. Undetected deleterious mutations in the BRCA1 gene in some high-risk families could be due to the presence of intragenic rearrangements as deletions, duplications or insertions spanning whole exons. Standard PCR-based screening methods are mainly focused on detecting point mutations and small insertions/deletions, but large rearrangements might escape detection.Methods: Multiplex ligation-dependent probe amplification (MLPA) was used to examine BRCA1 rearrangements in 172 unrelated patients with hereditary breast and/or ovarian cancer syndrome without finding deleterious mutation after complete screening of whole coding regions of BRCA1/2 genes. Positive MLPA results were confirmed and located by long-range PCR. The breakpoints of detected rearrangements were characterized by sequencing.Results: Six different large deletions in the BRCA1 gene were identified in 10 out of 172 unrelated high-risk patients: exons 1A/1B and 2 deletion; partial deletion of exon 11 and exon 12; exons 18 and 19 deletion; exon 20 deletion; exons 21 and 22 deletion; and deletion of exons 5 to 14. The breakpoint junctions were localized and further characterized. Destabilization and global unfolding of the mutated BRCT domains explain the molecular and genetic defects associated with the exon 20 in-frame deletion and the exon 21 and 22 in-frame deletion, respectively.Conclusion: Using MLPA, mutations were detected in 6% of high-risk patients previously designated as BRCA1/2 mutation-negative. The breakpoints of five out of six large deletions detected in Czech patients are novel. Screening for large genomic rearrangements in the BRCA1 gene in the Czech high-risk patients is highly supported by this study.			Damborsky, Jiri/H-3799-2012	Damborsky, Jiri/0000-0002-7848-8216										1471-2350		10.1186/1471-2350-8-32																		
J	BCI:BCI200700601152				BRCA1 diagnostic screening by array-CGH		van Beers, Erik H. (e.v.beers@nki.nl) ; Joosse, Simon A.; Hogervorst, Frans B. L.; Verhoef, Serino; Nederlof, Petra M.									Cellular Oncology		2007		29	2	164	164																						1570-5870																				
J	BCI:BCI200600468641	16360201			The contribution of the hereditary nonpolyposis colorectal cancer syndrome to the development of ovarian cancer		Malander, Susanne (Susanne.Malander@med.lu.se) ; Rambech, Eva; Kristoffersson, Ulf; Halvarsson, Britta; Ridderheim, Mona; Borg, Ake; Nilbert, Mef									Gynecologic Oncology		2006	MAY 2006	101	2	238-243	238	243							Objective. Ovarian cancer has one of the highest fractions of hereditary cases. The hereditary breast and ovarian cancer syndrome, primarily due to mutations in BRCA1 and BRCA2, is the main cause of heredity, but also the hereditary nonpolyposis colorectal cancer (HNPCC) syndrome confers an increased risk of ovarian cancer. In order to clarify the contribution of HNPCC to the development of ovarian cancer, we collected data on family history of cancer and characterized MMR function in a consecutive series of 128 tumors unselected for age at diagnosis and previously characterized for BRCA gene mutations.Methods. Expression of the MMR proteins MLH1 PMS2, MSH2, and MSH6 was analyzed by immunohistochemistry using tissue microarray sections. Tumors with reduced staining or loss of staining were also analyzed for microsatellite instability (MSI).Results. Loss of MMR protein expression was identified in 3 ovarian cancers, all of which had a MSI-high phenotype. DNA sequence analysis revealed disease-causing germline mutations (deletions of exons 4-6 in MLHI and a 1-nucleotide deletion in exon 5 of MSH6) in two patients diagnosed at ages 40 and 49 years, both of whom had family histories suggestive of HNPCC. The genetic defect in the third case, which was a 47-year old woman without knowledge about her family history with loss of MLH1/PMS2 expression in the tumor tissue, remains elusive. A family history suggestive of HNPCC was identified in an additional case, but this tumor showed normal, retained MMR protein expression and a microsatellite stable phenotype.Conclusions. About 2% of ovarian cancer is caused by germline mutations in the MMR-genes, a minor proportion as compared to the contribution of the BRCA-genes (11% in the present series). However, identification of HNPCC patients is important since it allows inclusion of high-risk individuals into control programs aimed at preventing the more frequent colorectal and endometrial cancers. Tumors within the HNPCC-spectrum should therefore be included when recording a family history of cancer among patients diagnosed with ovarian cancer. (c) 2005 Elsevier Inc. All rights reserved.				Nilbert, Mef/0000-0003-2717-1937										0090-8258		10.1016/j.ygyno.2005.10.029																		
J	BCI:BCI200600294399	16033919			Battle of the BRCA1/BRCA2 (offspring) sex ratios: truth or consequences		Agnese, D. M. (agnese-1@medctr.osu.edu)									Journal of Medical Genetics		2006	MAR 2006	43	3	201-202	201	202										Agnese, Doreen/I-1351-2012	Agnese, Doreen/0000-0002-9910-9422										0022-2593	1468-6244	10.1136/jmg.2004.028977																		
