PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201200015341	21547577			Gene copy number variation in male breast cancer by aCGH		Tommasi, Stefania; Mangia, Anita (a.mangia@oncologico.bari.it) ; Iannelli, Giuseppina; Chiarappa, Patrizia; Rossi, Elena; Ottini, Laura; Mottolese, Marcella; Zoli, Wainer; Zuffardi, Orsetta; Paradiso, Angelo									Cellular Oncology		2011	OCT 2011	34	5	467-473	467	473							Male breast cancer (MBC) is a rare disease and little is known about its etiopathogenesis. Array comparative genomic hybridization (aCGH) provides a method to quantitatively measure the changes of DNA copy number and to map them directly onto the complete linear genome sequences. The aim of this study was to investigate DNA imbalances by aCGH and compare them with a female breast cancer dataset.We used Agilent Human Genome CGH Microarray Kit 44B and 44 K to compare genomic alterations in 25 male breast cancer tissues studied at NCC of Bari and 16 female breast cancer deposited with the Gene Expression Omnibus (GSE 12659). Data analysis was performed with Nexus Copy Number 5.0 software.All the 25 male and 16 female breast cancer samples displayed some chromosomal instability (110,93 alterations per patient in female, 69 in male). However, male samples presented a lower frequency of genetic alterations both in terms of loss and gains.aCGH is an effective tool for analysis of cytogenetic aberrations in MBC, which involves different biological processes than female. Male most significant altered regions contained genes involved in cell communication, cell division and immunological response, while female cell-cell junction maintenance, regulation of transcription and neuron development.			Tommasi, Stefania/J-6732-2012; Iannelli, Pina/B-2329-2012; Rossi, Elena/O-1664-2016	Tommasi, Stefania/0000-0002-2157-2978; Rossi, Elena/0000-0001-9152-435X; Mangia, Anita/0000-0003-4729-0888; zuffardi, orsetta/0000-0002-1466-4559										2211-3428	2211-3436	10.1007/s13402-011-0041-9																		
J	BCI:BCI201100630004	21830994			Similarities and differences in the characteristics and primary treatment of breast cancer in men and women - a population based study (Sweden)		Nilsson, Cecilia (cecilia.nilsson@ltv.se) ; Holmqvist, Marit; Bergkvist, Leif; Hedenfalk, Ingrid; Lambe, Mats; Fjallskog, Marie-Louise									Acta Oncologica (Stockholm)		2011	OCT 2011	50	7	1083-1088	1083	1088							Purpose. Male breast cancer (MBC) is an uncommon disease. In the absence of randomized studies, current guidelines are mainly based on data on the management of female breast cancer (FBC). In light of concerns regarding the quality and extent of management in men, the aim of the present study was to investigate whether there are differences in tumor characteristics, treatment and outcome in male compared with FBC patients. Methods. Cohorts of male and female breast cancer were retrospectively analyzed. All male patients diagnosed with invasive breast cancer between 1993 and 2007 were identified from the Regional Breast Cancer Register of the Uppsala-rebro Region in Sweden. To increase the power of the study and obtain comparable cohorts we sampled four FBC patients (n = 396) for each MBC patient (n = 99) with similar age at diagnosis and time of diagnosis. Results. No differences were seen in stage at diagnosis between MBC and FBC. Men underwent mastectomy more often than women (92% vs. 44%, p < 0.001). Radiotherapy was delivered less often to MBC than FBC (44% vs. 56%, p = 0.034), but radiotherapy given after mastectomy (44% vs. 39%, p = 0.47) did not differ between the groups. No differences were found regarding adjuvant chemotherapy (16% vs. 21%; p = 0.31) or adjuvant endocrine therapy (59% vs. 52%, p = 0.24). Both overall survival (41% vs. 55%, p = 0.001) and relative survival (74% vs. 88%, p = 0.015) were inferior in MBC compared to FBC. Conclusion. Concerns regarding less extensive treatment in MBC patients were not supported by this study. Although no differences in the stage of the disease or treatment intensity could be demonstrated, outcome was inferior in the male group.				Lambe, Mats/0000-0002-4624-3767; Hedenfalk, Ingrid/0000-0002-6840-3397										0284-186X	1651-226X	10.3109/0284186X.2011.602114																		
J	BCI:BCI201100616724	21113657			High-resolution genomic profiling of male breast cancer reveals differences hidden behind the similarities with female breast cancer		Johansson, Ida; Nilsson, Cecilia; Berglund, Pontus; Strand, Carina; Jonsson, Goran; Staaf, Johan; Ringner, Markus; Nevanlinna, Heli; Barkardottir, Rosa B.; Borg, Ake; Olsson, Hakan; Luts, Lena; Fjallskog, Marie-Louise; Hedenfalk, Ingrid (Ingrid.Hedenfalk@med.lu.se)									Breast Cancer Research and Treatment		2011	OCT 2011	129	3	747-760	747	760							Male breast cancer (MBC) is extremely rare and poorly characterized on the molecular level. Using high-resolution genomic data, we aimed to characterize MBC by genomic imbalances and to compare it with female breast cancer (FBC), and further to investigate whether the genomic profiles hold any prognostic information. Fifty-six fresh frozen MBC tumors were analyzed using high-resolution tiling BAC arrays. Significant regions in common between cases were assessed using Genomic Identification of Significant Targets in Cancer (GISTIC) analysis. A publicly available genomic data set of 359 FBC tumors was used for reference purposes. The data revealed a broad pattern of aberrations, confirming that MBC is a heterogeneous tumor type. Genomic gains were more common in MBC than in FBC and often involved whole chromosome arms, while losses of genomic material were less frequent. The most common aberrations were similar between the genders, but high-level amplifications were more common in FBC. We identified two genomic subgroups among MBCs; male-complex and male-simple. The male-complex subgroup displayed striking similarities with the previously reported luminal-complex FBC subgroup, while the male-simple subgroup seems to represent a new subgroup of breast cancer occurring only in men. There are many similarities between FBC and MBC with respect to genomic imbalances, but there are also distinct differences as revealed by high-resolution genomic profiling. MBC can be divided into two comprehensive genomic subgroups, which may be of prognostic value. The male-simple subgroup appears notably different from any genomic subgroup so far defined in FBC.			Ringner, Markus/G-3641-2011; Jonsson, Goran/D-1212-2014	Ringner, Markus/0000-0001-5469-8940; Hedenfalk, Ingrid/0000-0002-6840-3397; Nevanlinna, Heli/0000-0002-0916-2976										0167-6806	1573-7217	10.1007/s10549-010-1262-8																		
J	BCI:BCI201100683646	21889719			Androgens and Breast Cancer in Men and Women		Dimitrakakis, Constantine (dimitrac@mail.nih.gov)									Endocrinology and Metabolism Clinics of North America		2011	SEP 2011	40	3	533-547,VIII	533								Abundant clinical evidence suggests that androgens normally inhibit mammary epithelial proliferation and breast growth. Clinical and nonhuman primate studies support the notion that androgens inhibit mammary proliferation and, thus, may protect from breast cancer. On the other hand, administration of conventional estrogen treatment suppresses endogenous androgens and may, thus, enhance estrogenic breast stimulation and possibly breast cancer risk. Addition of testosterone to the usual hormone therapy regimen may diminish the estrogen/progestin increase in breast cancer risk, but the impact of this combined use on mammary gland homeostasis still needs evaluation.														0889-8529	1558-4410	10.1016/j.ecl.2011.05.007																		
J	BCI:BCI201100685225				Male Breast Cancer (MBC): Optimal Treatment and Diagnosis Factors - Analysis of 636 Cases		Cutuli, B.; Bordes, V.; Desandes, E.; Le Nir, C. Cohen-Solal; Serin, D.; Kirova, Y.; Comet, B.; De Lafontan, B.; Baron, M.; Zoubir, M.									European Journal of Cancer		2011	SEP 2011	47	Suppl. 1	S380	S380																						0959-8049	1879-0852	10.1016/S0959-8049(11)71610-0																		
J	BCI:BCI201100628843				Does 18FDG-PET/CT modify the treatment strategy in stage I-III breast cancer patients?		Valli, M.; Fozza, A.; Martucci, F.; Azinwi, C. N.; Pesce, G.; Ceriani, L.; Richetti, A.									Strahlentherapie und Onkologie		2011	SEP 2011	187	9	602	602																						0179-7158	1439-099X																			
J	BCI:BCI201100586878	21505847			Androgen receptor polyglutamine tract length in Egyptian male breast cancer patients		Gilbert, Samuel F.; Soliman, Amr S. (asoliman@umich.edu) ; Iniesta, Maria; Eissa, Mohab; Hablas, Ahmed; Seifeldin, Ibrahim A.; Strahley, Ashley; Banerjee, Mousumi; Merajver, Sofia D.									Breast Cancer Research and Treatment		2011	SEP 2011	129	2	575-581	575	581							Male Breast Cancer (MBC) is a rare disease in the U.S., accounting for less than 1% of all breast cancers. Rates of MBC in Africa are more variable than in the U.S., therefore, understanding the risk factors involved in a population like Egypt can clarify the nature of MBC. The polyglutamine tract (QT) is a variable region of the androgen receptor (AR), a nuclear receptor which is important in modulating androgen actions and generally inhibits growth in breast tissue. It is hypothesized that a long QT results in weaker AR activity over the lifetime, resulting in less AR mediated control over cellular division and higher risk of MBC. As a corollary, we expect to see a distribution skewed toward longer QTs in MBC patients compared to controls and overall relatively longer QT's in populations with higher rates of MBC. This study aimed to investigate for the first time the distribution of AR QT lengths among MBC patients in Egypt. Paraffin-embedded tumor tissues from 44 Egyptian MBC patients were analyzed for this polymorphism. Amplification followed by fragment length analysis revealed QT length. For the control series, blood from 43 Egyptian males without a family or personal history of breast or prostate cancers was collected and analyzed similarly. There was no significant difference between patients and controls with respect to mean QT length (P = 0.84; means were 19.5 +/- A 2.8 and 19.3 +/- A 4.2, for patients and controls, respectively). Though, short QT lengths were more prevalent among controls (14.0%), but almost absent in cases (2.3%). Although the mean lengths were not different in cases and controls, the near absence of short tracts in cases suggests a possible protective effect of very short QT lengths against MBC. In populations in which there is variable incidence of MBC by region, investigations of the distribution of AR QT lengths are warranted to further delineate its role as a risk factor in MBC.														0167-6806	1573-7217	10.1007/s10549-011-1510-6																		
J	BCI:BCI201300218286	21944007			Male breast cancer - neglected tumour		Otto, Florian									European Journal of Cancer		2011	SEP 2011	47	Suppl. 3	S340-S341	S340	S341																					0959-8049	1879-0852	10.1016/S0959-8049(11)70195-2																		
J	BCI:BCI201100699455	21962891			Which individuals undergoing BRACAnalysis need BART testing?		Shannon, Kristen M. (keshannon@partners.org) ; Rodgers, Linda H.; Chan-Smutko, Gayun; Patel, Devanshi; Gabree, Michele; Ryan, Paula D.									Cancer Genetics		2011	AUG 2011	204	8	416-422	416	422							Deleterious mutations in BRCA1 and BRCA2 include those identified by sequencing technology as well as large genomic rearrangements (LGR). The main testing laboratory in the United States, Myriad Genetics Laboratory (MGL), has defined criteria for inclusion of LGR testing (i.e., BRACAnalysis Rearrangement Test, or BART (TM)) when BRCA1 and BRCA2 testing is ordered. We were interested in determining how many of our patients with LGR mutations in BRCA1 and BRCA2 fulfilled these MGL criteria. A retrospective chart review was performed on all individuals who underwent genetic testing at our institution since August 2006. Individuals who underwent LGR testing were classified as either having or not having a LGR in BRCA1 or BRCA2. Each individual's history was classified as meeting MGL defined LGR criteria, meeting criteria using third-degree relatives, or not meeting criteria. A total of 257 BART tests were ordered at our institution from August 2006 to August 2009. Five individuals (1.9%) had an LGR mutation. Two LGR were identified in patients who met MGL defined LGR criteria. One LGR was identified in a patient that met MGL defined LGR criteria only when using third-degree relatives. Two LGR were identified in individuals who did not meet MGL defined criteria. LGR are present in individuals who do not have a high pretest probability of carrying a mutation in BRCA1 or BRCA2. These data suggest that when BRCA1 and BRCA2 genetic testing is performed, testing should always include LGR testing so that the results are the most comprehensive and reliable.														2210-7762	2210-7770	10.1016/j.cancergen.2011.07.005																		
J	BCI:BCI201100529337				Audit: Histological Reports of Breast Lesions in Pathology Department of Komfo Anokye Teaching Hospital Kumasi, Ghana in 2010		Titiloye, N. A.; Owusu-Afriyie, O.; Adebanji, A. O.									Journal of Pathology		2011	JUL 2011	224	Suppl. 2	S23	S23																						0022-3417	1096-9896																			
J	BCI:BCI201100517845	21771033			Bilateral cribriform ductal proliferation in the male breast; a mimicker of female cribriform atypical ductal hyperplasia?		Wang, Yihong; Zhu, Changcheng; Whitney, Kathleen									Histopathology (Oxford)		2011	JUL 2011	59	1	148-150	148	150																					0309-0167	1365-2559	10.1111/j.1365-2559.2011.03870.x																		
J	BCI:BCI201100494943	21298282			GAD-ab-associated movement disorder in a male patient with breast cancer		Venker, C. (conrad.venker@gmx.de) ; Kraemer, M.; Berlit, P.									Journal of Neurology		2011	JUL 2011	258	7	1356-1357	1356	1357																					0340-5354	1432-1459	10.1007/s00415-011-5925-0																		
J	BCI:BCI201100583960				MALE BREAST CANCER-GEOGRAPHIC VARIATION IN THE UNITED STATES		Kumar, Mridhula; King, Jessica B.; Eheman, Christie R.									American Journal of Epidemiology		2011	JUN 1 2011	173	Suppl. 11	S1	S1																						0002-9262	1476-6256																			
J	BCI:BCI201100376319	20625818			Gene expression analysis reveals a different transcriptomic landscape in female and male breast cancer		Callari, Maurizio; Cappelletti, Vera; De Cecco, Loris; Musella, Valeria; Miodini, Patrizia; Veneroni, Silvia; Gariboldi, Manuela; Pierotti, Marco Alessandro (marco.pierotti@istitutotumori.mi.it) ; Daidone, Maria Grazia (mariagrazia.daidone@istitutotumori.mi.it)									Breast Cancer Research and Treatment		2011	JUN 2011	127	3	601-610	601	610							Male breast cancer (MBC) is a poorly characterized disease because of its rarity. Clinical management is based on results obtained from randomized trials conducted in women notwithstanding data in the literature suggesting relevant gender-associated differences in terms of biological and clinical behavior. However, a genome-wide characterization of MBC on a transcriptional level is lacking. In this study, gene expression profiles of 37 estrogen receptor positive (ER+) MBC specimens were compared to that of 53 ER+ Female Breast Cancer (FBC) samples similar for clinical and patho-biological features. Almost 1000 genes were found differentially expressed (FDR < 1%) between female and male patients and biological interpretation highlighted a gender-associated modulation of key biological processes ranging from energy metabolism to regulation of translation and matrix remodeling as well as immune system recruitment. Moreover, an analysis of genes correlated to steroid receptors and ERBB2 suggested a prominent role for the androgen receptor in MBC with a minor relevance for progesterone receptor and ERBB2, although, similarly to FBC, a genomic amplification could be observed. Our findings support the idea that breast cancer is a quite different disease in male and female patients and the underlying gender-related biological differences are likely to have clinical implications connected with different susceptibility to treatment.			Daidone, Maria Grazia/E-9232-2017; Cappelletti, Vera/B-9310-2017; De Cecco, Loris/K-7036-2016; gariboldi, manuela/K-4744-2016; Veneroni, Silvia/F-3651-2017; Musella, Valeria/H-4458-2016	Daidone, Maria Grazia/0000-0002-4786-1321; Cappelletti, Vera/0000-0002-9709-0676; De Cecco, Loris/0000-0002-7066-473X; gariboldi, manuela/0000-0001-8406-165X; Veneroni, Silvia/0000-0001-9223-4151; Musella, Valeria/0000-0001-9517-2670; Callari, Maurizio/0000-0001-5239-0918; Pierotti, Marco Alessandro/0000-0002-7431-8332										0167-6806	1573-7217	10.1007/s10549-010-1015-8																		
J	BCI:BCI201100584366				DIFFERENCES IN MALE BREAST CANCER STAGE, TUMOR SIZE AT DIAGNOSIS, AND SURVIVAL RATE BETWEEN METROPOLITAN AND NONMETROPOLITAN REGIONS		Klein, J.; Ji, M.; Rea, N.; Stoodt, G.									American Journal of Epidemiology		2011	JUN 1 2011	173	Suppl. 11	S105	S105																						0002-9262	1476-6256																			
J	BCI:BCI201100323284	20582465			PALB2 analysis in BRCA2-like families		Adank, M. A.; van Mil, S. E.; Gille, J. J. P.; Waisfisz, Q.; Meijers-Heijboer, H. (h.meijers@vumc.nl)									Breast Cancer Research and Treatment		2011	JUN 2011	127	2	357-362	357	362							BRCA2 and PALB2 function together in the Fanconi anemia (FA)-Breast Cancer (BRCA) pathway. Mono-allelic and bi-allelic BRCA2 and PALB2 mutation carriers share many clinical characteristics. Mono-allelic germline mutations of BRCA2 and PALB2 are risk alleles of female breast cancer and have also been reported in familial pancreatic cancer, and bi-allelic mutations cause a severe form of Fanconi anemia. In view of these similarities, we investigated whether the prevalence of PALB2 mutations was increased in breast cancer families with the occurrence of BRCA2 associated tumours other than female breast cancer. PALB2 mutation analysis was performed in 110 non-BRCA1/2 cancer patients: (a) 53 ovarian cancer patients from female breast-and/or ovarian cancer families; (b) 45 breast cancer patients with a first or second degree relative with pancreatic cancer; and (c) 12 male breast cancer patients from female breast cancer families. One truncating PALB2 mutation, c.509_510delGA, resulting in p.Arg170X, was found in a male breast cancer patient. We conclude that germline mutations of PALB2 do not significantly contribute to cancer risk in non-BRCA1/2 cancer families with at least one patient with ovarian cancer, male breast cancer, and/or pancreatic cancer.														0167-6806	1573-7217	10.1007/s10549-010-1001-1																		
J	BCI:BCI201100307303	21241366			Breast cancer risk among patients with Klinefelter syndrome		Brinton, Louise A. (brinton@nih.gov)									Acta Paediatrica		2011	JUN 2011	100	6	814-818	814	818							Aim:To evaluate male breast cancer (MBC) risk among patients with Klinefelter syndrome (KS) and relate this to possible biological explanations.Methods:A literature review was conducted to identify case series and epidemiologic studies that have evaluated MBC risk among patients with KS.Results:Case reports without expected values have often led to false impressions of risk. Problems include that a diagnosis of cancer can prompt a karyotypic evaluation and that many cases of KS are unrecognized, resulting in incomplete denominators. Few carefully conducted epidemiologic studies have been undertaken given that both KS and MBC are rare events. The largest study found 19.2- and 57.8-fold increases in incidence and mortality, respectively, with particularly high risks among 47,XXY mosaics. These risks were still approximately 70% lower than among females, contradicting case reports that patients with KS have breast cancer rates similar to females. Altered hormone levels (especially the ratio of oestrogens to androgens), administration of exogenous androgens, gynaecomastia and genetic factors have been offered as possible explanations for the high risks.Conclusions:Additional well-designed epidemiologic studies are needed to clarify which patients with KS are at a high risk of developing MBC and to distinguish between possible predisposing factors, including altered endogenous hormones.			Brinton, Louise/G-7486-2015	Brinton, Louise/0000-0003-3853-8562										0803-5253	1651-2227	10.1111/j.1651-2227.2010.02131.x																		
J	BCI:BCI201100421193				ADJUVANT RADIOTHERAPY IN MALE BREAST CANCER - LONG-TERM RESULTS AND PROGNOSTIC FACTORS		Micke, O.; Schoenekaes, K.; Muecke, R.; Degenhardt, F.; Schaefer, U.; Eich, H. T.; Willich, N.									Anticancer Research		2011	MAY 2011	31	5	1994-1995	1994	1995																					0250-7005	1791-7530																			
J	BCI:BCI201100339275				PROBABILITY MODEL FOR PREDICTING BRCA1 AND BRCA2 MUTATIONS IN SPANISH FAMILIES WITH BREAST CANCER		Diez, O. (Odiez@vhebron.net) ; Rue, M.; Balmana, J.; Gadea, N.; Bosch, N.; Grana, B.; Gutierrez-Enriquez, S.; Romero, A.; Perez-Segura, P.; Diaz-Rubio, E.; Caldes, T.; de la Hoya, M.; Alonso, C.; Ramon y Cajal, T.; Baiget, M.; Lasa, A.; Blanco, A.; Santamarina, M.; Fachal, L.; Vega, A.; Infante, M.; Duran, M.; Velasco, E. A.; Chirivella, I.; Osorio, A.; Benitez, J.; Esteban-Cardenosa, E.; Bolufer, P.; Segura, A.; Brunet, J.; Sanchez-Heras, B.; Andres, R.; Torres, A.; Martnez de Duenas, E.; Garcia-Casado, Z.									Clinical Chemistry and Laboratory Medicine		2011	MAY 2011	49	Suppl. 1	S601	S601											Velasco, Eladio Andres/D-1432-2016; Infante, Mar/V-4913-2017; Grana, Begona/M-2542-2014	Velasco, Eladio Andres/0000-0002-9682-5589; Infante, Mar/0000-0002-7197-5249;										1434-6621																				
J	BCI:BCI201100296170	20927582			Mutations in BRCA2 and PALB2 in male breast cancer cases from the United States		Ding, Yuan Chun; Steele, Linda; Kuan, Chih-Jen; Greilac, Scott; Neuhausen, Susan L. (sneuhausen@coh.org)									Breast Cancer Research and Treatment		2011	APR 2011	126	3	771-778	771	778							Male breast cancer (MBC) is an uncommon disease with a frequency of approximately one in 1000. Due to the rarity of MBC, it is understudied and its etiology is poorly understood. Our objectives are to determine the frequency of pathogenic mutations in BRCA2 and PALB2 in MBC cases and to investigate the correlations between mutation status and cancer phenotypes. Single strand conformation polymorphism analysis, direct sequencing, and multiplex ligation-dependent probe amplification were employed to screen for mutations in the BRCA2 gene, followed by direct sequencing of the PALB2 gene in BRCA2-negative MBC cases. Pathogenic BRCA2 mutations were identified in 18 of the 115 MBC cases, including four of the ten cases (40%) from breast cancer families and 14 of the 105 cases (13%) unselected for family history of breast cancer. The difference in BRCA2-mutation frequencies between cases with and without family history of breast cancer was not statistically significant (P = 0.145), suggesting that family history is not a strong predictor of carrying a mutation in males. We observed a highly significant association of carrying a pathogenic BRCA2 mutation with high tumor grade (P < 0.001) and a weak association with positive lymph nodes (P < 0.02). Of the 97 BRCA2-negative MBC cases, we identified one PALB2 mutation with confirmed pathogenicity and one mutation predicted to be pathogenic, a prevalence of pathogenic PALB2-mutation of 1-2%. Based on our results and previous studies, genetic testing for BRCA2 should be recommended for any diagnosed MBC case, regardless of family history of breast cancer.														0167-6806	1573-7217	10.1007/s10549-010-1195-2																		
J	BCI:BCI201100235261				Gastrointestinal Stromal Tumours Associated with Other Cancers		Nagy, A.; Bulusu, V. R.									Journal of Pathology		2011	APR 2011	224	Suppl. 1	S19	S19																						0022-3417	1096-9896																			
J	BCI:BCI201100200292	21165771			Mutation analysis of BRIP1 in male breast cancer cases: a population-based study in Central Italy		Silvestri, Valentina; Rizzolo, Piera; Falchetti, Mario; Zanna, Ines; Masala, Giovanna; Bianchi, Simonetta; Palli, Domenico; Ottini, Laura (laura.ottini@uniroma1.it)									Breast Cancer Research and Treatment		2011	APR 2011	126	2	539-543	539	543							Breast cancer (BC) in men is rare compared with BC in women, but its incidence is increasing along with attention toward this uncommon disease. Although with some differences, male and female BC share similar genetic predisposition factors, including BRCA1/2, CHEK2, and PALB2 mutations. As other BRCA1/2 functionally related DNA repair genes, such as CHEK2 and PALB2, BRIP1 is considered a moderate-penetrance BC susceptibility gene. At present, the role of BRIP1 on BC susceptibility in men is unknown. In this study, we aimed to assess whether BRIP1 variants may contribute to male BC (MBC) risk, by screening 97 MBC cases, all negative for BRCA1/2, CHEK2, and PALB2 mutations, selected from a population-based series of 126 MBCs from Central Italy. A total of five BRIP1 germ-line sequence alterations, three coding, and two non-coding variants, were detected in our series. The two non-coding variants IVS4-28G > A and 3'UTR 4049C > T were classified as neutral by in silico analysis. Of the three coding variants, one was a silent variant (E879E) and two resulted in amino acid substitution (R264W and P919S) showing a putative pathogenic role by in silico analysis. However, further analysis of tumor-associated loss of heterozygosity and the frequency of variant alleles, tested in 203 male population controls, suggested a neutral effect for both of these variants. Overall, our results indicate that BRIP1 variants may not play a relevant role in MBC predisposition.				Zanna, Ines/0000-0002-5710-6506; PALLI, Domenico/0000-0002-5558-2437; Masala, Giovanna/0000-0002-5758-9069										0167-6806	1573-7217	10.1007/s10549-010-1289-x																		
J	BCI:BCI201100200969	21285249			Contribution of Inherited Mutations in the BRCA2-Interacting Protein PALB2 to Familial Breast Cancer		Casadei, Silvia; Norquist, Barbara M.; Walsh, Tom; Stray, Sunday; Mandell, Jessica B.; Lee, Ming K.; Stamatoyannopoulos, John A.; King, Mary-Claire (mcking@u.washington.edu)									Cancer Research		2011	MAR 15 2011	71	6	2222-2229	2222	2229							Inherited mutations in the BRCA2-interacting protein PALB2 are known to be associated with increased risks of developing breast cancer. To evaluate the contribution of PALB2 to familial breast cancer in the United States, we sequenced the coding sequences and flanking regulatory regions of the gene from constitutional genomic DNA of 1,144 familial breast cancer patients with wild-type sequences at BRCA1 and BRCA2. Overall, 3.4% (33/972) of patients not selected by ancestry and 0% (0/172) of patients specifically of Ashkenazi Jewish ancestry were heterozygous for a nonsense, frameshift, or frameshift-associated splice mutation in PALB2. Mutations were detected in both male and female breast cancer patients. All mutations were individually rare: the 33 heterozygotes harbored 13 different mutations, 5 previously reported and 8 novel mutations. PALB2 heterozygotes were 4-fold more likely to have a male relative with breast cancer (P = 0.0003), 6-fold more likely to have a relative with pancreatic cancer (P = 0.002), and 1.3-fold more likely to have a relative with ovarian cancer (P = 0.18). Compared with their female relatives without mutations, increased risk of developing breast cancer for female PALB2 heterozygotes was 2.3-fold (95% CI: 1.5-4.2) by age 55 and 3.4-fold (95% CI: 2.4-5.9) by age 85. Loss of the wild-type PALB2 allele was observed in laser-dissected tumor specimens from heterozygous patients. Given this mutation prevalence and risk, consideration might be given to clinical testing of PALB2 by complete genomic sequencing for familial breast cancer patients with wild-type sequences at BRCA1 and BRCA2. Cancer Res; 71(6); 2222-9. (C) 2011 AACR.				Walsh, Tom/0000-0002-8875-0310										0008-5472	1538-7445	10.1158/0008-5472.CAN-10-3958																		
J	BCI:BCI201100296043				Descriptive results of surgical treatment for breast cancer: A 30-year experience in the northeast of China		Li, S.; Fan, Z.									Breast		2011	MAR 2011	20	Suppl. 1	S55	S55																						0960-9776	1532-3080	10.1016/S0960-9776(11)70179-5																		
J	BCI:BCI201100208106	21120943			EMMA, a Cost- and Time-Effective Diagnostic Method for Simultaneous Detection of Point Mutations and Large-Scale Genomic Rearrangements: Application to BRCA1 and BRCA2 in 1,525 Patients		Caux-Moncoutier, Virginie; Castera, Laurent; Tirapo, Carole; Michaux, Dorothee; Remon, Marie-Alice; Lauge, Anthony; Rouleau, Etienne; De Pauw, Antoine; Buecher, Bruno; Gauthier-Villars, Marion; Viovy, Jean-Louis; Stoppa-Lyonnet, Dominique; Houdayer, Claude (claude.houdayer@curie.net)									Human Mutation		2011	MAR 2011	32	3	325-334	325	334							The detection of unknown mutations remains a serious challenge and, despite the expected benefits for the patient's health, a large number of genes are not screened on a routine basis. We present the diagnostic application of EMMA (Enhanced Mismatch Mutation Analysis (R), Fluigent, Paris, France), a novel method based on heteroduplex analysis by capillary electrophoresis using innovative matrices. BRCA1 and BRCA2 were screened for point mutations and large rearrangements in 1,525 unrelated patients (372 for the validation step and 1,153 in routine diagnosis) using a single analytical condition. Seven working days were needed for complete BRCA1/2 screening in 30 patients by one technician (excluding DNA extraction and sequencing). A total of 137 mutations were found, including a BRCA2 duplication of exons 19 and 20, previously missed by Comprehensive BRACAnalysis (R). The mutation detection rate was 11.9%, which is consistent with patient inclusions. This study therefore suggests that EMMA represents a valuable short-term and midterm option for many diagnostic laboratories looking for an easy, reliable, and affordable strategy, enabling fast and sensitive analysis for a large number of genes. Hum Mutat 32:325-334, 2011. (C) 2011 Wiley-Liss, Inc.				Viovy, Jean-Louis/0000-0002-8223-4040										1059-7794	1098-1004	10.1002/humu.21414																		
J	BCI:BCI201100346082				Cyclin D1 and CYCLIN E Expression Analysis in Pakistani Breast Tumors Linked with BRCA1 Mutations.		Loya, A.; Rashid, M. U.; Torres, D.; Tehseen, M.; Bajwa, S.; Amin, A.; Hamann, U.									Modern Pathology		2011	FEB 2011	24	Suppl. 1	52A	52A																						0893-3952																				
J	BCI:BCI201100074355	20919953			Genomic Large Rearrangement Screening of BRCA1 and BRCA2 Genes in High-Risk Turkish Breast/Ovarian Cancer Patients by Using Multiplex Ligation-Dependent Probe Amplification Assay		Manguoglu, Esra (emanguoglu@akdeniz.edu.t) ; Guran, Sefik; Yamac, Deniz; Simsek, Mehmet; Akdeniz, Selime; Colak, Taner; Gulkesen, Hakan; Luleci, Guven									Cancer Investigation		2011	JAN 2011	29	1	73-77	73	77							In this study, MLPA assay was performed for detection of large rearrangements of BRCA1 and BRCA2 genes in 16 familial, 29 early onset, 3 male breast cancer, and 2 bilateral breast/ovarian cancer high risk Turkish index cases. MLPA assay for all exons of both genes and for 1100delC variant of CHEK2 gene were performed. Analyses, revealed no large genomic rearrangements in both genes, and, no 1100del variant in CHEK2 gene. Our data which represents the first results for Turkish patients, suggest that, the frequency of BRCA1 and BRCA2 genes' large rearrangements is very low.</.			Gulkesen, Kemal Hakan/C-1584-2016; manguoglu, esra/C-2408-2016	Gulkesen, Kemal Hakan/0000-0002-2477-2481;										0735-7907	0735-7907	10.3109/07357907.2010.512599																		
