PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201100567525	21836345			Bilateral multiple extraocular muscle metastasis from breast carcinoma		Murthy, Ramesh (drrameshmurthy@gmail.com) ; Gupta, Amit; Hegde, Sunayana; Honavar, Santosh G.									Indian Journal of Ophthalmology		2011	SEP-OCT 2011	59	5	381-382	381	382							We report a rare presentation of an initially misdiagnosed case of a pseudotumor, which on histopathology was diagnosed as bilateral breast metastases of lobular carcinoma involving multiple extraocular muscles. A 61-year-old lady presented with external ophthalmoplegia and diplopia. Incisional biopsy was performed using a lid crease approach and the patient received radiotherapy and hormonal therapy. Following prolonged hormonal therapy, complete remission was achieved, with improvement in ocular motility and resolution of diplopia, about 18 months aft er the initial presentation. Multiple extraocular muscle involvement by breast carcinoma metastasis is very rare and should be considered in the differential diagnosis, especially in patients with a prior history of breast carcinoma.														0301-4738		10.4103/0301-4738.83616																		
J	BCI:BCI201100596856				Lobular breast carcinoma metastasis to a superficial plexiform schwannoma as the first evidence of an occult breast cancer		Gazic, B.; Pizem, J.									Virchows Archiv		2011	AUG 2011	459	Suppl. 1	S89	S89																						0945-6317	1432-2307																			
J	BCI:BCI201100596637				Epigenetic silencing in non-neoplastic epithelia identifies E-cadherin (CDH1) as a target for the chemoprevention of lobular neoplasia		Yoon, H. -S.; Zou, D. -H.; Perez, D.; Guilford, P.; Humar, B.									Virchows Archiv		2011	AUG 2011	459	Suppl. 1	S7	S7																						0945-6317	1432-2307																			
J	BCI:BCI201100555977	21747168			Cytosolic p120-catenin regulates growth of metastatic lobular carcinoma through Rock1-mediated anoikis resistance		Schackmann, Ron C. J.; van Amersfoort, Miranda; Haarhuis, Judith H. I.; Vlug, Eva J.; Halim, Vincentius A.; Roodhart, Jeanine M. L.; Vermaat, Joost S.; Voest, Emile E.; van der Groep, Petra; van Diest, Paul J.; Jonkers, Jos; Derksen, Patrick W. B. (pderksen@umcutrecht.nl)									Journal of Clinical Investigation		2011	AUG 2011	121	8	3176-3188	3176	3188							Metastatic breast cancer is the major cause of cancer-related death among women in the Western world. Invasive carcinoma cells are able to counteract apoptotic signals in the absence of anchorage, enabling cell survival during invasion and dissemination. Although loss of E-cadherin is a cardinal event in the development and progression of invasive lobular carcinoma (ILC), little is known about the underlying mechanisms that govern these processes. Using a mouse model of human ILC, we show here that cytosolic p120-catenin (p120) regulates tumor growth upon loss of E-cadherin through the induction of anoikis resistance. p120 conferred anchorage independence by indirect activation of Rho/Rock signaling through interaction and inhibition of myosin phosphatase Rho-interacting protein (Mrip), an antagonist of Rho/Rock function. Consistent with these data, primary human ILC samples expressed hallmarks of active Rock signaling, and Rock controlled the anoilcis resistance of human ILC cells. Thus, we have linked loss of E-cadherin an initiating event in ILC development - to Rho/Rock-mediated control of anchorage-independent survival. Because activation of Rho and Rock are strongly linked to cancer progression and are susceptible to pharmacological inhibition, these insights may have clinical implications for the development of tailor-made intervention strategies to better treat invasive and metastatic lobular breast cancer.			Derksen, Patrick/C-6643-2008	Derksen, Patrick/0000-0003-0732-7762										0021-9738	1558-8238	10.1172/JCI41695																		
J	BCI:BCI201100515921	21681447			Clinical application of shear wave elastography (SWE) in the diagnosis of benign and malignant breast diseases		Chang, Jung Min; Moon, Woo Kyung (moonwk@snu.ac.kr) ; Cho, Nariya; Yi, Ann; Koo, Hye Ryoung; Han, Wonsik; Noh, Dong-Young; Moon, Hyeong-Gon; Kim, Seung Ja									Breast Cancer Research and Treatment		2011	AUG 2011	129	1	89-97	89	97							Shear wave elastography (SWE) is an emerging technique which can obtain quantitative elasticity values in breast disease. We therefore evaluated the diagnostic performance of SWE for the differentiation of breast masses compared with conventional ultrasound (US). Conventional US and SWE were performed by three experienced radiologists for 158 consecutive women who had been scheduled for US-guided core biopsy or surgical excision in 182 breast masses (89 malignancies and 93 benign; mean size, 1.76 cm). For each lesion, quantitative elasticity was measured in terms of the Young's modulus (in kilopascals, kPa) with SWE, and BI-RADS final categories were assessed with conventional US. The mean elasticity values were significantly higher in malignant masses (153.3 kPa +/- A 58.1) than in benign masses (46.1 kPa +/- A 42.9), (P < 0.0001). The average mean elasticity values of invasive ductal (157.5 +/- A 57.07) or invasive lobular (169.5 +/- A 61.06) carcinomas were higher than those of ductal carcinoma in situ (117.8 kPa +/- A 54.72). The average mean value was 49.58 +/- A 43.51 for fibroadenoma, 35.3 +/- A 31.2 for fibrocystic changes, 69.5 +/- A 63.2 for intraductal papilloma, and 149.5 +/- A 132.4 for adenosis or stromal fibrosis. The optimal cut-off value, yielding the maximal sum of sensitivity and specificity, was 80.17 kPa, and the sensitivity and specificity of SWE were 88.8% (79 of 89) and 84.9% (79 of 93). The area under the ROC curve (Az value) was 0.898 for conventional US, 0.932 for SWE, and 0.982 for combined data. In conclusion, there were significant differences in the elasticity values of benign and malignant masses as well as invasive and intraductal cancers with SWE. Our results suggest that SWE has the potential to aid in the differentiation of benign and malignant breast lesions.			Cho, Nariya/J-5663-2012; Moon, Woo Kyung/J-2755-2012; Kim, Seung Ja/J-5412-2012; Han, Wonshik/B-3699-2008; Moon, Hyeong-Gon/G-7724-2011; Noh, Dong-Young/G-5531-2011	Chang, Jung Min/0000-0001-5726-9797; Moon, Hyeong-Gon/0000-0002-9981-0286										0167-6806	1573-7217	10.1007/s10549-011-1627-7																		
J	BCI:BCI201100518712	21398688			Histiocytoid breast carcinoma: an enigmatic lobular entity		Tan, Puay Hoon (tan.puay.hoon@sgh.com.sg) ; Harada, Oi; Thike, Aye Aye; Tse, Gary Man-Kit									Journal of Clinical Pathology (London)		2011	AUG 2011	64	8	654-659	654	659							Histiocytoid breast carcinoma is an uncommon entity that is mostly regarded as a variant of lobular carcinoma. Its occurrence with apocrine lobular carcinoma in situ and consistent expression of gross cystic disease fluid protein 15 suggest apocrine differentiation. Its recognition is often challenging, particularly when histiocytoid tumour cells occur in a metastatic site before the primary diagnosis of breast carcinoma, or in limited core biopsy or cytology material. In the breast, its bland histological appearances can lead to a benign diagnosis. Clues to the correct conclusion include finding tumour cells with more cytological atypia, the presence of cytoplasmic vacuoles and secretions, coexistence with more traditional invasive lobular carcinoma patterns and/or lobular neoplasia, and the use of immuohistochemistry to confirm their epithelial nature. Close clinicoradiological correlation and awareness of histological mimics are needed to achieve an accurate diagnosis of this enigmatic condition that should be appropriately subsumed within the invasive lobular histological subtype.														0021-9746	1472-4146	10.1136/jcp.2011.088930																		
J	BCI:BCI201100499990	21625930			Occult breast carcinoma in breast reduction specimens in European women		Goyal, Amit (amit.goyal@nhs.net) ; Coulson, Samuel G.; Wu, Jessie M.; Suvarna, Simon Kim; Reed, Malcolm W. R.; Caddy, Christopher M.									Breast Cancer Research and Treatment		2011	AUG 2011	128	3	749-753	749	753							Breast reduction is a common surgical procedure performed by plastic and oncoplastic breast surgeons. The authors report on the incidence and management of cancer and atypical hyperplasia in breast reduction specimens from one institution over a 10-year period. All patients who underwent breast reduction surgery at Northern General Hospital, Sheffield were identified from an electronic prospective database. The histopathology reports were analyzed. Case records of all patients with significant abnormalities were retrieved and examined to identify their management and follow-up. Between October 1999 and April 2010, 1,588 patients underwent breast reduction. Nine specimens showed atypical hyperplasia (0.57%). Five cancers were detected (0.31%). Four of the five patients had normal screening mammograms 1-3 years before the reduction operation. Of these cancers, four were invasive (three lobular, one ductal) (0.25%) and one was DCIS (0.06%). A lump was felt macroscopically by the pathologist in two of the four patients with invasive cancer. The patients with DCIS did not undergo further surgery, whereas those with invasive disease underwent mastectomy (three patients) and axillary nodal staging (four patients). None of the patients with normal post-reduction breast imaging had residual cancer on histology. The incidence of occult carcinoma in breast reduction specimens is low. Patients should be counseled with regards to the possible consequences preoperatively.														0167-6806	1573-7217	10.1007/s10549-011-1589-9																		
J	BCI:BCI201100529337				Audit: Histological Reports of Breast Lesions in Pathology Department of Komfo Anokye Teaching Hospital Kumasi, Ghana in 2010		Titiloye, N. A.; Owusu-Afriyie, O.; Adebanji, A. O.									Journal of Pathology		2011	JUL 2011	224	Suppl. 2	S23	S23																						0022-3417	1096-9896																			
J	BCI:BCI201100517844	21771032			Thyroid transcription factor-1 expression in rare cases of mammary ductal carcinoma		Sakurai, Aya; Sakai, Yu; Yatabe, Yasushi									Histopathology (Oxford)		2011	JUL 2011	59	1	145-148	145	148											YATABE, Yasushi/0000-0003-1788-559X										0309-0167	1365-2559	10.1111/j.1365-2559.2011.03869.x																		
J	BCI:BCI201100430862	21503573			Catechol estrogens as biomarkers for mammary gland cancer		Calaf, Gloria M. (gmc24@columbia.edu) ; Garrido, Fernando									International Journal of Oncology		2011	JUL 2011	39	1	177-183	177	183							The origin of human tumors has been attributed to the exposure to several environmental chemicals and implicated in the increase of incidence in breast cancer. Progression of breast cancer follows a complex multistep process that seems to depend on various exogenous and endogenous factors. The aim of this study was to examine the effects of the organophosphorous pesticide malathion in the presence of estrogen on neoplastic transformation of rat mammary glands. Virgin female rats were sacrificed after 30, 124 and 240 days of 5-day injections twice a day. There were four groups: i) control, ii) malathion (22 mg/100 g body weight, BW), iii) 17 beta-estradiol (30 mu g/100 g BW) and iv) combination of both. Progressive alterations in ducts were observed by the effect of malathion in comparison to control after 240 days. Ducts markedly increased in size and number of cells per square millimeter and tumors similar to ductal carcinoma were originated. The increase in number of proliferative ducts per square millimeter was significantly (P<0.05) higher in malathion-treated animals compared to the other groups. Progressive alterations in lobules with estrogen treatment were found after 240 days. Lobules became markedly abnormal, referred to as secretory lobules, increased in number and size and the tumors originated were similar to lobular carcinoma. The increase in number of secretory lobules was significantly (P<0.05) higher in estrogen-treated animals compared to the other groups. Treatment with the combination of malathion and estrogen gave rise to tumors constituted of both proliferative ducts and secretory lobules as well as formation of estrogen metabolites such as 2 and 4 catechol estrogens in the blood of the animals after 240 days. We concluded that morphological changes and alterations in the blood of the animals can be used as biomarkers for mammary gland cancer.														1019-6439	1791-2423	10.3892/ijo.2011.1008																		
J	BCI:BCI201100443652	20814818			High-resolution analyses of gene copy number reveal new insights into the prognosis and progression of breast cancers		Gru, Alejandro; Allred, D. Craig (dcallred@path.wustl.edu)									Breast Cancer Research and Treatment		2011	JUL 2011	128	1	41-43	41	43																					0167-6806	1573-7217	10.1007/s10549-010-1146-y																		
J	BCI:BCI201100450322	21639806			Exemestane for Breast-Cancer Prevention in Postmenopausal Women		Goss, Paul E. (pgoss@partners.org) ; Ingle, James N.; Ales-Martinez, Jose E.; Cheung, Angela M.; Chlebowski, Rowan T.; Wactawski-Wende, Jean; McTiernan, Anne; Robbins, John; Johnson, Karen C.; Martin, Lisa W.; Winquist, Eric; Sarto, Gloria E.; Garber, Judy E.; Fabian, Carol J.; Pujol, Pascal; Maunsell, Elizabeth; Farmer, Patricia; Gelmon, Karen A.; Tu, Dongsheng; Richardson, Harriet	NCIC CTG MAP 3 Study Investigators								New England Journal of Medicine		2011	JUN 23 2011	364	25	2381-2391	2381	2391							BackgroundTamoxifen and raloxifene have limited patient acceptance for primary prevention of breast cancer. Aromatase inhibitors prevent more contralateral breast cancers and cause fewer side effects than tamoxifen in patients with early-stage breast cancer.MethodsIn a randomized, placebo-controlled, double-blind trial of exemestane designed to detect a 65% relative reduction in invasive breast cancer, eligible postmenopausal women 35 years of age or older had at least one of the following risk factors: 60 years of age or older; Gail 5-year risk score greater than 1.66% (chances in 100 of invasive breast cancer developing within 5 years); prior atypical ductal or lobular hyperplasia or lobular carcinoma in situ; or ductal carcinoma in situ with mastectomy. Toxic effects and health-related and menopause-specific qualities of life were measured.ResultsA total of 4560 women for whom the median age was 62.5 years and the median Gail risk score was 2.3% were randomly assigned to either exemestane or placebo. At a median follow-up of 35 months, 11 invasive breast cancers were detected in those given exemestane and in 32 of those given placebo, with a 65% relative reduction in the annual incidence of invasive breast cancer (0.19% vs. 0.55%; hazard ratio, 0.35; 95% confidence interval [CI], 0.18 to 0.70; P = 0.002). The annual incidence of invasive plus noninvasive (ductal carcinoma in situ) breast cancers was 0.35% on exemestane and 0.77% on placebo (hazard ratio, 0.47; 95% CI, 0.27 to 0.79; P = 0.004). Adverse events occurred in 88% of the exemestane group and 85% of the placebo group (P = 0.003), with no significant differences between the two groups in terms of skeletal fractures, cardiovascular events, other cancers, or treatment-related deaths. Minimal quality-of-life differences were observed.ConclusionsExemestane significantly reduced invasive breast cancers in postmenopausal women who were at moderately increased risk for breast cancer. During a median follow-up period of 3 years, exemestane was associated with no serious toxic effects and only minimal changes in health-related quality of life.			Avisar, Eli/D-3008-2013; Calvo, Lourdes/M-2352-2014	Brunet, Joan/0000-0003-1945-3512; Blanco, Ignacio/0000-0002-7414-7481; Haba Rodriguez, Juan Rafael de la/0000-0001-5111-1702; Cheung, Angela M./0000-0001-8332-0744; Martin, Lisa Warsinger/0000-0003-4352-0914										0028-4793	1533-4406	10.1056/NEJMoa1103507																		
J	BCI:BCI201100427432	21226034			A Novel Automated Assay for the Rapid Identification of Metastatic Breast Carcinoma in Sentinel Lymph Nodes		Feldman, Sheldon; Krishnamurthy, Savitri (skrishna@mdanderson.org) ; Gillanders, William; Gittleman, Mark; Beitsch, Peter D.; Young, Peter R.; Streck, Christian J.; Whitworth, Pat W.; Levine, Edward A.; Boolbol, Susan; Han, Linda K.; Hermann, Robert; Hoon, Dave S. B.; Giuliano, Armando E.; Meric-Bernstam, Funda	US One Step Nucleic Acid								Cancer		2011	JUN 15 2011	117	12	2599-2607	2599	2607							BACKGROUND: The authors prospectively evaluated the performance of a proprietary molecular testing platform using one-step nucleic acid amplification (OSNA) for the detection of metastatic carcinoma in sentinel lymph nodes (SLNs) in a large multicenter trial and compared the OSNA results with the results from a detailed postoperative histopathologic evaluation (reference pathology) and from intraoperative imprint cytology (IC). METHODS: In total, 1044 SLN samples from 496 patients at 11 clinical sites were analyzed. Alternate 1-mm sections were subjected to either detailed histopathologic evaluation with hematoxylin and eosin and pancytokeratin immunostaining or the OSNA Breast Cancer System, which was calibrated to detect tumor deposits >0.2 mm by measuring cytokeratin 19 messenger RNA. At 7 sites, IC was performed before permanent section. The OSNA results were classified as negative (<250 copies/mu L), micrometastases (from >= 250 to <5000 copies/mu L), or macrometastases (>= 5000 copies/mu L). RESULTS: The sensitivity and specificity of the OSNA breast cancer system compared with reference pathology were 77.5% (95% confidence interval, 69.7%-84.2%) and 95.8% (95% confidence interval, 94.3%-97.0%), respectively, before discordant case analyses (DCA). Sensitivity and specificity after DCA were 82.7% and 97.7%, and final concordance was 95.8%. Performance for invasive lobular carcinoma demonstrated 88.2% sensitivity (95% confidence interval, 63.6%-98.5%) and 98.5% specificity (95% confidence interval, 92%-100%). The sensitivity of OSNA was significantly better than that of IC (80% vs 63%; P=.0229). CONCLUSIONS: The OSNA breast cancer system proved to be highly accurate for the detection of metastatic breast cancer in axillary SLNs. Sensitivity was comparable to that predicted for conventional postoperative histologic examination at 2-mm intervals and was significantly more sensitive than IC. Automation, semiquantitative results enabling the differentiation of macrometastasis and micrometastasis, and rapid results render the assay suitable for intraoperative and/or permanent evaluation of SLNs. Cancer 2011; 117: 2599-607. (C) 2011 American Cancer Society.			Hoon, Dave/C-7146-2018	Hoon, Dave/0000-0003-1915-3683										0008-543X	1097-0142	10.1002/cncr.25822																		
J	BCI:BCI201100412461	21532523			Validation of a minimal panel of antibodies for the diagnosis of malignant pleural mesothelioma		Kao, Steven Chuan-Hao; Griggs, Kim; Lee, Kenneth; Armstrong, Nicola; Clarke, Stephen; Vardy, Janette; van Zandwijk, Nico; Burn, Juliet; McCaughan, Brian C.; Henderson, Douglas W.; Klebe, Sonja (sonja.klebe@health.sa.gov.au)									Pathology		2011	JUN 2011	43	4	313-317	313	317							Aims: We previously established the use of a minimal panel of antibodies as sufficient to diagnose most epithelial malignant mesothelioma (MPM). We aimed to validate this approach and investigate the utility of a D2-40 antibody.Methods: A series of 80 MPM patients selected for surgery and 21 consecutive patients with pleural metastatic carcinoma were included. A minimal panel of antibodies, consisting of calretinin, BG8 and CD15, and D2-40 was investigated.Results: There were 61 epithelial and 19 biphasic MPM as well as 12 metastatic lung, six breast (5 ductal adenocarcinomas, 1 mixed ductal/lobular adenocarcinoma), two serous papillary ovarian carcinomas and one moderately differentiated colorectal adenocarcinoma. The sensitivity of positive calretinin labelling to confirm the diagnosis of MPM was 97.5%, while the 'diagnostic sensitivities' of lack of labelling for BG8 and CD15 were 91.3% and 97.5%, respectively. The use of calretinin, BG8 and CD15 resulted in correct classification in 97.5% of all MPMs. All MPM cases investigated showed at least focal positive D2-40 labelling.Conclusions: We have validated the usefulness of a minimal panel of antibodies with calretinin, BG8 and CD15 as the initial step to the diagnosis of MPM. D2-40 emerged as a helpful diagnostic tool for cases where our initial approach failed to conclusively diagnose MPM.			van Zandwijk, Nico/E-4177-2012	van Zandwijk, Nico/0000-0002-8405-9688; Vardy, Janette/0000-0002-5739-5790										0031-3025		10.1097/PAT.0b013e32834642da																		
J	BCI:BCI201100338575				THE PROGNOSTIC RELEVANCE OF SERUM CA27.29 IN PRIMARY BREAST CANCER PATIENTS BEFORE ADJUVANT CHEMOTHERAPY-RESULTS OF THE GERMAN SUCCESS TRIAL		Koelbl, A. (Alexandra.koelbl@med.uni-muenchen.de) ; Neugebauer, J.; Andergassen, U.; Schneeweiss, A.; Schrader, I.; Tesch, H.; Zwingers, T.; Lichtenegger, W.; Beckmann, M. W.; Janni, W.; Rack, B.									Clinical Chemistry and Laboratory Medicine		2011	MAY 2011	49	Suppl. 1	S246	S246																						1434-6621																				
J	BCI:BCI201100340306	21282721			Mammary-specific inactivation of E-cadherin and p53 impairs functional gland development and leads to pleomorphic invasive lobular carcinoma in mice		Derksen, Patrick W. B. (p.w.b.derksen@umcutrecht.nl) ; Braumuller, Tanya M.; van der Burg, Eline; Hornsveld, Marten; Mesman, Elly; Wesseling, Jelle; Krimpenfort, Paul; Jonkers, Jos (j.jonkers@nki.nl)									Disease Models & Mechanisms		2011	MAY 2011	4	3	347-358	347	358							Breast cancer is the most common malignancy in women of the Western world. Even though a large percentage of breast cancer patients show pathological complete remission after standard treatment regimes, approximately 30-40% are non-responsive and ultimately develop metastatic disease. To generate a good preclinical model of invasive breast cancer, we have taken a tissue-specific approach to somatically inactivate p53 and E-cadherin, the cardinal cell-cell adhesion receptor that is strongly associated with tumor invasiveness. In breast cancer, E-cadherin is found mutated or otherwise functionally silenced in invasive lobular carcinoma (ILC), which accounts for 10-15% of all breast cancers. We show that mammary-specific stochastic inactivation of conditional E-cadherin and p53 results in impaired mammary gland function during pregnancy through the induction of anoikis resistance of mammary epithelium, resulting in loss of epithelial organization and a dysfunctional mammary gland. Moreover, combined inactivation of E-cadherin and p53 induced lactation-independent development of invasive and metastatic mammary carcinomas, which showed strong resemblance to human pleomorphic ILC. Dissemination patterns of mouse ILC mimic the human malignancy, showing metastasis to the gastrointestinal tract, peritoneum, lung, lymph nodes and bone. Our results confirm that loss of E-cadherin contributes to both mammary tumor initiation and metastasis, and establish a preclinical mouse model of human ILC that can be used for the development of novel intervention strategies to treat invasive breast cancer.			Derksen, Patrick/C-6643-2008	Derksen, Patrick/0000-0003-0732-7762										1754-8403	1754-8411	10.1242/dmm.006395																		
J	BCI:BCI201100296570	21509772			Late Age at First Full Term Birth Is Strongly Associated With Lobular Breast Cancer		Newcomb, Polly A. (pnewcomb@fhcrc.org) ; Trentham-Dietz, Amy; Hampton, John M.; Egan, Kathleen M.; Titus-Ernstoff, Linda; Andersen, Shaneda Warren; Greenberg, E. Robert; Willett, Walter C.									Cancer		2011	MAY 1 2011	117	9	1946-1956	1946	1956							BACKGROUND: Late age at first full-term birth and nulliparity are known to increase breast cancer risk. The frequency of these risk factors has increased in recent decades. METHODS: The purpose of this population-based case-control study was to examine associations between parity, age at first birth (AFB), and specific histological subtypes of breast cancer. Women with breast cancer were identified from cancer registries in Wisconsin, Massachusetts, and New Hampshire. Control subjects were randomly selected from population lists. Interviews collected information on reproductive histories and other risk factors. Logistic regression was used to estimate odds ratios (ORs) and 95% confidence intervals (CIs) of ductal, lobular, and mixed ductal-lobular breast cancer diagnosis in association with AFB and nulliparity. RESULTS: AFB >= 30 years was associated with a 2.4-fold increase in risk of lobular breast cancer compared with AFB < 20 years (OR, 2.4; 95% CI, 1.9-2.9). The association was less pronounced for ductal breast cancer (OR, 1.3; 95% CI, 1.2-1.4). Nulliparity was associated with increased risk for all breast cancer subtypes, compared with women with AFB < 20 years, but the association was stronger for lobular (OR, 1.7; 95% CI, 1.3-2.2) than for ductal (OR, 1.2; 95% CI, 1.1-1.3) subtypes (P = .004). The adverse effects of later AFB was stronger with obesity (P = .03) in lobular, but not ductal, breast cancer. CONCLUSIONS: Stronger associations observed for late AFB and nulliparity suggest that these factors preferentially stimulate growth of lobular breast carcinomas. Recent temporal changes in reproductive patterns and rates of obesity may impact the histological presentation of breast cancer. Cancer 2011;117:1946-56. (C) 2010 American Cancer Society.														0008-543X	1097-0142	10.1002/cncr.25728																		
J	BCI:BCI201800585656				A novel role for FGFR in breast cancer		Chioni, Athina-Myrto; Jones, Louise J.; Grose, Richard P.									Cancer Research		2011	APR 15 2011	71	Suppl. 8	1101	1101																						0008-5472	1538-7445	10.1158/1538-7445.AM2011-1101																		
J	BCI:BCI201800585154				Identification of CDH1 mutations in patients with lobular carcinoma with and without a family history of gastric cancer		Valente, Allyson L.; Ellsworth, Rachel E.; Lubert, Susan; Holliday, Charvonne; Shriver, Craig D.									Cancer Research		2011	APR 15 2011	71	Suppl. 8	2202	2202																						0008-5472	1538-7445	10.1158/1538-7445.AM2011-2202																		
J	BCI:BCI201800585208				The transient receptor potential V6 (TRPV6) calcium channel in breast cancer cell lines and clinical breast cancer tissues		Peters, Amelia; Simpson, Peter; Bassett, Jonathon; Lakhani, Sunil; Roberts-Thomson, Sarah; Monteith, Gregory									Cancer Research		2011	APR 15 2011	71	Suppl. 8	2954	2954											Roberts-Thomson, Sarah/B-4282-2011	Roberts-Thomson, Sarah/0000-0001-8202-5786										0008-5472	1538-7445	10.1158/1538-7445.AM2011-2954																		
J	BCI:BCI201100226108	21411782			The Effect of Delay in Fixation, Different Fixatives, and Duration of Fixation in Estrogen and Progesterone Receptor Results in Breast Carcinoma		Apple, Sophia; Pucci, Richard; Lowe, Alarice C.; Shintaku, Itsushi; Shapourifar-Tehrani, Saeedeh; Moatamed, Neda									American Journal of Clinical Pathology		2011	APR 2011	135	4	592-598	592	598							Accurate determination of estrogen receptor (ER) and progesterone receptor (PR) status in breast carcinoma is essential. Preanalytic variation may contribute to discordant results. Recently, American Society of Clinical Oncology (ASCO)/College of American Pathologists (CAP) made recommendations to normalize fixation for breast biomarkers. To evaluate this, a 4-cm invasive lobular carcinoma was processed according to ASCO/CA.P guidelines. The remainder was stored fresh at 4 degrees C for 4 days and cut into biopsy-sized pieces. Each was fixed in 10% formalin, Pen-Fix (Richard-Allan Scientific, Kalamazoo, MI), Bouin solution, Sakura Molecular Fixative (Sakura Tissue-Tek Xpress, Torrance, CA), zinc formalin, or 15% formaldehyde for tunes ranging between I and 168 hours. Immunohistochemical studies for ER and PR were performed and interpreted. After 4 days at 4 degrees C, all samples showed no degradation or ER/PR staining differences, except 2 Bouin-fixed samples, in comparison with the patient's sample processed according to ASCO/CAP guidelines. in our study, the preanalytic variables of fixative type, fixation time, and 4 days of ischemic time did not affect immunohistochemical accuracy for ER/PR.														0002-9173	1943-7722	10.1309/AJCPB1RIT5YXMRIS																		
J	BCI:BCI201100235221				Breast Needle Core Biopsy Diagnosis of Papillary Carcinoma - Implications of a B5c Categorisation		Bennett, P. A.; Singh, M.; Linforth, R.; Carder, P. J.									Journal of Pathology		2011	APR 2011	224	Suppl. 1	S9	S9																						0022-3417	1096-9896																			
J	BCI:BCI201100235224				Core Biopsy Predictors for Positive Retroareolar Tissue in Nipple-Sparing Surgery for Breast Malignancy		Caffrey, E.; Brodie, C.									Journal of Pathology		2011	APR 2011	224	Suppl. 1	S10	S10																						0022-3417	1096-9896																			
J	BCI:BCI201100295961				Diagnosis of breast cancer during pregnancy: A five year experience		Dimitrakakis, C.; Tsigginou, A.; Zagouri, F.; Sergentanis, T.; Marinopoulos, S.; Papadimitriou, C.; Dimopoulos, A. -M.; Zografos, G.; Antsaklis, A.									Breast		2011	MAR 2011	20	Suppl. 1	S31	S31																						0960-9776	1532-3080	10.1016/S0960-9776(11)70097-2																		
J	BCI:BCI201100296048				Breast sentinel lymph node analysis intraoperative with OSNA (One step Nucleic Acid Amplification) to avoid second surgery for axillary lymph node dissection		Godey, F.; Bendavid, C. Athias; Gandon, G.; Tas, P.; Rouquette, S.; Blanchot, J.; Foucher, F.; Leveque, J.									Breast		2011	MAR 2011	20	Suppl. 1	S56-S57	S56	S57																					0960-9776	1532-3080	10.1016/S0960-9776(11)70184-9																		
J	BCI:BCI201100295943				Triple negative breast cancer: Experience of the Clinic of Oncology, Clinical Center Nis during a 3-year period (2007-2009)		Lee, J. S.; Lee, M. S.; Kim, J. R.; Chang, E. S.									Breast		2011	MAR 2011	20	Suppl. 1	S26	S26																						0960-9776	1532-3080																			
J	BCI:BCI201100296025				Breast cancer in the 3rd decade Korean young ladies		Minsun, K.; Jaehong, K.; Hyunjong, K.; Kyoungsik, P.; Youngbum, Y.; Namsun, P.									Breast		2011	MAR 2011	20	Suppl. 1	S50	S50																						0960-9776	1532-3080	10.1016/S0960-9776(11)70161-8																		
J	BCI:BCI201100296113				Neoadjuvant use of endocrine therapy in elderly patients with estrogen receptor-positive breast cancer: Series of a general hospital		Munoz-Sanchez, M. M.; Santiago-Crespo, J. A.; Molina-Garrido, M. J.; Haro-Martinez, L.; Ortega-Ruiperez, C.; Olaverri-Hernandez, A.									Breast		2011	MAR 2011	20	Suppl. 1	S75	S75																						0960-9776	1532-3080																			
J	BCI:BCI201100295909				Estrogen receptors, progesterone receptors, and nuclear size in Libyan female breast cancer: Correlation with clinical features and survival		Boder, J. M.; Abdalla, F. B.									Breast		2011	MAR 2011	20	Suppl. 1	S17	S17																						0960-9776	1532-3080	10.1016/S0960-9776(11)70045-5																		
J	BCI:BCI201100295906				Adjuvant therapies for special types of breast cancer		Colleoni, M.									Breast		2011	MAR 2011	20	Suppl. 1	S15-S16	S15	S16																					0960-9776	1532-3080	10.1016/S0960-9776(11)70042-X																		
